address,lat,lon
5974 BUCKINGHAM PKWY,33.986018,-118.383031
5925 CANTERBURY DR,33.986166,-118.381395
12040 ALBERTA DR,33.986359,-118.410204
5900 CANTERBURY DR,33.986418,-118.380761
5950 BUCKINGHAM PKWY,33.98647,-118.382359
5901 CANTERBURY DR,33.986689,-118.381495
5868 CANTERBURY DR,33.986716,-118.380339
5650 CAMBRIDGE WAY,33.986908,-118.381898
5816 CANTERBURY DR,33.987088,-118.380358
5848 CANTERBURY DR,33.987089,-118.380146
5625 CAMBRIDGE WAY,33.987132,-118.380935
5812 CANTERBURY DR,33.98716,-118.380312
5709 CANTERBURY DR,33.987779,-118.380003
5740 CANTERBURY DR,33.987796,-118.380579
5729 CANTERBURY DR,33.987945,-118.380173
5732 CANTERBURY DR,33.988012,-118.38045
5607 CANTERBURY DR,33.988104,-118.379598
5656 CANTERBURY DR,33.988114,-118.379879
5652 CANTERBURY DR,33.988242,-118.380331
5717 CANTERBURY DR,33.988284,-118.380008
5625 CANTERBURY DR,33.988444,-118.379817
5623 CANTERBURY DR,33.988445,-118.379748
5619 CANTERBURY DR,33.988446,-118.379608
5615 CANTERBURY DR,33.988447,-118.379457
5640 CANTERBURY DR,33.988673,-118.380212
5399 ETHELDO AVE,33.988724,-118.403996
5381 ETHELDO AVE,33.988854,-118.404291
11784 HAMMACK ST,33.988873,-118.40497
7901 HANNUM AVE,33.988937,-118.391305
7905 HANNUM AVE,33.988939,-118.391451
7711 HANNUM AVE,33.988954,-118.390763
8103 HANNUM AVE,33.989045,-118.391955
5408 EMPORIA AVE,33.989353,-118.402851
5332 MESMER AVE,33.989355,-118.405738
7515 HANNUM AVE,33.989359,-118.390982
5367 EMPORIA AVE,33.989401,-118.40377
8007 HANNUM AVE,33.989407,-118.391658
12835 SHORT AVE,33.989475,-118.43088
7519 HANNUM AVE,33.9895,-118.390853
12827 SHORT AVE,33.989527,-118.430773
11550 SEGRELL WAY,33.989531,-118.398028
5351 EMPORIA AVE,33.989563,-118.404023
12823 SHORT AVE,33.989577,-118.430471
12825 SHORT AVE,33.989579,-118.430667
5305 ETHELDO AVE,33.989584,-118.405474
8313 HANNUM AVE,33.989612,-118.392503
7501 HANNUM AVE,33.989666,-118.391004
5421 SELMARAINE DR,33.989695,-118.402861
7411 HANNUM AVE,33.989748,-118.391604
11966 CULVER DR,33.989792,-118.410702
7409 HANNUM AVE,33.989807,-118.391649
8209 HANNUM AVE,33.989822,-118.392006
5438 SELMARAINE DR,33.98984,-118.402147
12803 SHORT AVE,33.98985,-118.430073
11522 SEGRELL WAY,33.989867,-118.397741
7401 HANNUM AVE,33.990009,-118.391357
11506 SEGRELL WAY,33.99009,-118.39755
8419 HANNUM AVE,33.99011,-118.392617
11703 PORT RD,33.990164,-118.405229
6303 HANNUM AVE,33.990182,-118.393072
5386 SELMARAINE DR,33.990287,-118.402966
4353 MCCONNELL BLVD,33.990322,-118.430836
6403 HANNUM AVE,33.990325,-118.392721
11505 SEGRELL WAY,33.990336,-118.397962
5397 SLAUSON AVE,33.990365,-118.402564
5374 SELMARAINE DR,33.990368,-118.403099
7301 HANNUM AVE,33.990379,-118.39169
4351 MCCONNELL BLVD,33.990404,-118.430926
11479 SEGRELL WAY,33.990448,-118.397867
4340 MOORE ST,33.990487,-118.431682
4347 MCCONNELL BLVD,33.990487,-118.431015
11505 CULVER PARK DR,33.990506,-118.398844
11521 PATOM DR,33.990515,-118.399856
7209 HANNUM AVE,33.990516,-118.392201
11466 CULVER PARK DR,33.990607,-118.398134
5338 SELMARAINE DR,33.990611,-118.403499
11467 SEGRELL WAY,33.990671,-118.397675
5256 EMPORIA AVE,33.990688,-118.405026
11471 CULVER PARK DR,33.99073,-118.398653
5246 EMPORIA AVE,33.990769,-118.405159
5329 SLAUSON AVE,33.990793,-118.403241
4324 MOORE ST,33.990824,-118.431878
11454 CULVER PARK DR,33.990831,-118.397943
11465 CULVER PARK DR,33.990842,-118.398557
11462 PATOM DR,33.990913,-118.398902
11449 SEGRELL WAY,33.991007,-118.397389
7105 HANNUM AVE,33.991061,-118.3925
11453 CULVER PARK DR,33.991066,-118.398366
4345 NEOSHO AVE,33.991072,-118.430481
5206 EMPORIA AVE,33.991093,-118.405692
11430 SEGRELL WAY,33.991097,-118.396688
11448 PATOM DR,33.991137,-118.39871
5254 SELMARAINE DR,33.991143,-118.404375
4313 MCCONNELL BLVD,33.991149,-118.431731
5413 COOLIDGE AVE,33.991194,-118.400817
4316 MILDRED AVE,33.991233,-118.431126
11801 MCDONALD ST.,33.991239,-118.407849
5265 SLAUSON AVE,33.991246,-118.403948
5188 EMPORIA AVE,33.991255,-118.405959
4333 NEOSHO AVE,33.991286,-118.430508
6903 HANNUM AVE,33.991313,-118.392932
5195 SELMARAINE DR,33.99138,-118.405604
5224 SELMARAINE DR,33.991386,-118.404775
5168 EMPORIA AVE,33.991436,-118.406225
4310 MILDRED AVE,33.99145,-118.431158
11550 PORT RD,33.991476,-118.402867
11418 SEGRELL WAY,33.991482,-118.396422
6913 HANNUM AVE,33.991505,-118.392627
11446 DILLER AVE,33.991518,-118.399414
11433 PATOM DR,33.991534,-118.398994
5204 SELMARAINE DR,33.991548,-118.405041
4272 MOORE ST,33.99156,-118.4329
4306 MILDRED AVE,33.991573,-118.431175
4284 MOORE ST,33.991579,-118.432446
11424 PATOM DR,33.991589,-118.398324
11415 SEGRELL WAY,33.991596,-118.396913
11414 SEGRELL WAY,33.991625,-118.396364
11358 HANNUM AVE,33.991727,-118.393988
4290 MCCONNELL BLVD,33.99173,-118.43187
5254 SLAUSON AVE,33.991735,-118.403673
11413 PATOM DR,33.99176,-118.398801
11250 PLAYA ST,33.9918,-118.392102
11405 SEGRELL WAY,33.991895,-118.396815
11354 STEVENS AVE,33.99196,-118.393074
11401 PATOM DR,33.991972,-118.398597
4277 MILDRED AVE,33.992022,-118.431795
4272 MILDRED AVE,33.992185,-118.431264
4226 MOORE ST,33.992195,-118.433706
11606 MCDONALD ST,33.992234,-118.405429
11629 MCDONALD ST,33.992335,-118.406177
4265 MILDRED AVE,33.992342,-118.431917
5442 DILLER AVE,33.992393,-118.397746
4264 MILDRED AVE,33.992403,-118.431295
5276 PORT RD,33.992489,-118.402058
13342 WASHINGTON BLVD,33.992496,-118.44321
4260 MILDRED AVE,33.992512,-118.431311
4256 MCCONNELL BLVD,33.992514,-118.432408
13340 WASHINGTON BLVD,33.992529,-118.443143
11327 STEVENS AVE,33.992561,-118.393623
11326 STEVENS AVE,33.992588,-118.3931
5437 BERRYMAN AVE,33.992663,-118.397922
5441 BERRYMAN AVE,33.992667,-118.397757
4249 MCCONNELL BLVD,33.992672,-118.433042
4252 MILDRED AVE,33.992731,-118.431342
4244 MCCONNELL BLVD,33.992787,-118.432448
11319 HANNUM AVE,33.992813,-118.394556
4246 MILDRED AVE,33.99284,-118.431358
4244 MILDRED AVE,33.992949,-118.431373
4240 MCCONNELL BLVD,33.99295,-118.432472
11313 HANNUM AVE,33.992951,-118.394562
3950 GLENCOE AVE,33.992971,-118.444323
11308 STEVENS AVE,33.993082,-118.393119
5248 BERRYMAN AVE,33.993096,-118.401688
5207 BERRYMAN AVE,33.993113,-118.402611
11313 MALAT WAY,33.993118,-118.392798
5269 PURDUE AVE,33.993145,-118.401137
4236 MILDRED AVE,33.993167,-118.431405
5228 BERRYMAN AVE,33.993256,-118.401956
11303 MALAT WAY,33.993263,-118.392804
11277 PATOM DR,33.993307,-118.398557
5218 BERRYMAN AVE,33.993335,-118.40209
4224 MCCONNELL BLVD,33.993387,-118.432534
3941 WALGROVE AVE,33.993432,-118.444047
3934 GLENCOE AVE,33.993475,-118.444586
11269 SEGRELL WAY,33.993488,-118.396854
5445 SEPULVEDA BLVD,33.993541,-118.395564
3949 REDWOOD AVE,33.99355,-118.442866
3937 WALGROVE AVE,33.99357,-118.444009
11262 RYANDALE DR,33.993572,-118.39895
4213 MCCONNELL BLVD,33.993586,-118.433171
3932 GLENCOE AVE,33.993601,-118.444651
4222 MILDRED AVE,33.993604,-118.431468
5227 PURDUE AVE,33.993612,-118.401953
11261 SEGRELL WAY,33.993625,-118.39686
4217 MILDRED AVE,33.993651,-118.432106
11248 HANNUM AVE,33.993678,-118.394061
3945 REDWOOD AVE,33.993692,-118.442932
11290 GRAYRIDGE DR,33.99371,-118.390677
13203 WASHINGTON BLVD,33.993716,-118.441719
5242 PURDUE AVE,33.993727,-118.401276
3928 GLENCOE AVE,33.993727,-118.444717
11253 SEGRELL WAY,33.993762,-118.396865
4215 MILDRED AVE,33.993775,-118.432039
12036 WAGNER ST,33.993793,-118.417174
11276 MALAT WAY,33.99382,-118.392323
3922 GLENCOE AVE,33.993845,-118.444788
4205 MCCONNELL BLVD,33.993873,-118.433212
4204 MCCONNELL BLVD,33.993933,-118.432613
3932 WALGROVE AVE,33.993936,-118.443625
4217 NEOSHO AVE,33.993936,-118.430599
3937 REDWOOD AVE,33.993944,-118.443063
4201 MCCONNELL BLVD,33.993996,-118.43323
11267 GRAYRIDGE DR,33.994007,-118.391182
12560 LOUISE AVE,33.994023,-118.431332
5140 BERRYMAN AVE,33.994054,-118.403299
3933 REDWOOD AVE,33.99407,-118.443129
11234 HANNUM AVE,33.99409,-118.394076
11260 OVERLAND AVE,33.994095,-118.389058
13356 ZANJA ST,33.99412,-118.444841
11231 PATOM DR,33.994131,-118.398571
5913 TELLEFSON RD,33.994137,-118.386883
11255 MALAT WAY,33.994142,-118.392837
11232 HAYTER AVE,33.994144,-118.399874
11231 SEGRELL WAY,33.994174,-118.39688
3926 WALGROVE AVE,33.994189,-118.443756
4104 MOORE ST,33.994212,-118.435643
5145 PURDUE AVE,33.994242,-118.403022
11246 MALAT WAY,33.994265,-118.39234
11225 PATOM DR,33.994269,-118.398573
4192 MILDRED AVE,33.994282,-118.43168
5907 TELLEFSON RD,33.994286,-118.38716
11246 RUDMAN DR,33.994287,-118.391516
11225 SEGRELL WAY,33.994312,-118.396885
4189 MILDRED AVE,33.994333,-118.432204
11224 ORVILLE ST,33.994339,-118.400704
11225 STEVENS AVE,33.994375,-118.393691
11219 RYANDALE DR,33.994392,-118.399463
11236 RUDMAN DR,33.994436,-118.391522
4185 MILDRED AVE,33.994442,-118.43222
11218 HANNUM AVE,33.994502,-118.394092
4064 MOORE ST,33.994517,-118.43661
11213 RYANDALE DR,33.994532,-118.399454
11257 WOOLFORD ST,33.99454,-118.40225
4070 ROSABELL ST,33.994549,-118.435306
13007 WASHINGTON BLVD,33.994555,-118.440221
3919 REDWOOD AVE,33.994562,-118.443375
11226 RUDMAN DR,33.994584,-118.391527
5835 TELLEFSON RD,33.994584,-118.387715
4143 WADE ST,33.994599,-118.434057
13001 WASHINGTON BLVD,33.994614,-118.440104
4142 WADE ST,33.994615,-118.434059
11215 HANNUM AVE,33.994626,-118.394624
4177 MILDRED AVE,33.99466,-118.432252
3915 REDWOOD AVE,33.994671,-118.443425
12971 WASHINGTON BLVD,33.994678,-118.439776
11219 ORVILLE ST,33.994693,-118.401087
11211 HAYTER AVE,33.994709,-118.400323
4135 WADE ST,33.994718,-118.434092
11217 RUDMAN DR,33.994719,-118.392034
4174 MCCONNELL BLVD,33.994724,-118.432726
11208 SEGRELL WAY,33.994737,-118.396393
11276 MCDONALD ST,33.994756,-118.402645
4044 MOORE ST,33.994774,-118.436872
4130 WADE ST,33.994798,-118.434099
11202 PATOM DR,33.994838,-118.398073
11201 RYANDALE DR,33.99485,-118.399435
4038 MOORE ST,33.994851,-118.43695
11209 MALAT WAY,33.994854,-118.392864
12965 WASHINGTON BLVD,33.994866,-118.439599
4169 MILDRED AVE,33.994879,-118.432283
11202 SEGRELL WAY,33.994881,-118.396398
4121 WADE ST,33.994942,-118.434112
4120 WADE ST,33.994958,-118.434113
4056 ROSABELL ST,33.994968,-118.435367
4118 WADE ST,33.994989,-118.434116
5710 SAWTELLE BLVD,33.995012,-118.393123
10759 STEPHON TER,33.995014,-118.387419
4164 MILDRED AVE,33.99504,-118.431781
4022 MOORE ST,33.995056,-118.43716
10755 MOLONY RD,33.995072,-118.38627
4111 WADE ST,33.995101,-118.434126
4161 MCCONNELL BLVD,33.995101,-118.433387
4160 MILDRED AVE,33.995159,-118.431692
4107 WADE ST,33.995165,-118.434131
10751 STEPHON TER,33.99523,-118.387207
4101 WADE ST,33.995261,-118.43414
4100 WADE ST,33.995277,-118.434141
5348 BLANCO WAY,33.995287,-118.399124
5380 BLANCO WAY,33.995293,-118.398627
5499 BLANCO WAY,33.99531,-118.396426
5442 BLANCO WAY,33.995318,-118.397638
10747 STEPHON TER,33.995336,-118.387107
4038 ROSABELL ST,33.995385,-118.435251
4149 MILDRED AVE,33.995424,-118.432361
5721 EL RINCON WAY,33.995439,-118.389403
4031 ROSABELL ST,33.995444,-118.435854
4148 MCCONNELL BLVD,33.995488,-118.432836
10745 STEPHON TER,33.995489,-118.387008
10748 CRANKS RD,33.99555,-118.387355
4143 NEOSHO AVE,33.995615,-118.430857
4034 ROSABELL ST,33.995629,-118.435639
11225 MCDONALD ST,33.995656,-118.402713
11205 WOOLFORD ST,33.995671,-118.401776
5349 BLANCO WAY,33.995689,-118.39916
4140 MILDRED AVE,33.9957,-118.431883
5409 BLANCO WAY,33.995714,-118.398171
5429 BLANCO WAY,33.995723,-118.397841
5463 BLANCO WAY,33.99574,-118.397182
10744 CRANKS RD,33.99574,-118.387067
4137 MILDRED AVE,33.995764,-118.432294
4136 MILDRED AVE,33.995798,-118.431913
4136 MCCONNELL BLVD,33.995815,-118.432883
10742 CRANKS RD,33.995832,-118.386906
4133 MILDRED AVE,33.995861,-118.432424
4024 MEIER ST,33.995877,-118.436353
4019 MEIER ST,33.995901,-118.43639
4061 WADE ST,33.995906,-118.434236
5909 CULVIEW ST,33.995919,-118.386776
12760 WASHINGTON BLVD,33.995943,-118.436127
12821 WASHINGTON BLVD,33.995981,-118.437314
4056 WADE ST,33.995985,-118.434247
4055 WADE ST,33.996001,-118.434249
11200 MCDONALD ST,33.996009,-118.401908
4054 WADE ST,33.996017,-118.434251
5452 JANISANN AVE,33.996056,-118.397229
4125 MILDRED AVE,33.99608,-118.432456
11181 ORVILLE ST,33.996116,-118.400566
4124 MCCONNELL BLVD,33.996139,-118.432952
4044 WADE ST,33.996176,-118.434272
10741 CRANKS RD,33.996192,-118.387244
4121 MILDRED AVE,33.996212,-118.432345
4041 WADE ST,33.996224,-118.434279
10734 CRANKS RD,33.996231,-118.386455
4040 WADE ST,33.99624,-118.434281
4117 NEOSHO AVE,33.99626,-118.430936
4038 WADE ST,33.996271,-118.434285
5927 HILL RD,33.996272,-118.38531
10739 CRANKS RD,33.996283,-118.387099
4035 WADE ST,33.996319,-118.434292
4033 WADE ST,33.996351,-118.434296
4109 NEOSHO AVE,33.996358,-118.430949
11186 MCDONALD ST,33.996398,-118.401775
5917 HILL RD,33.996433,-118.386027
5323 JANISANN AVE,33.996459,-118.399447
5913 HILL RD,33.996467,-118.386233
11164 WOOLFORD ST,33.996481,-118.400944
4024 WADE ST,33.996494,-118.434316
4023 WADE ST,33.99651,-118.434318
12710 WASHINGTON BLVD,33.996582,-118.434807
12706 WASHINGTON BLVD,33.996599,-118.434647
12556 WASHINGTON BLVD,33.996613,-118.431412
11185 MCDONALD ST,33.996644,-118.402173
5703 STEVER CT,33.996657,-118.390115
10944 STEVER ST,33.996659,-118.392711
11160 ORVILLE ST,33.996682,-118.40011
10880 STEVER ST,33.996689,-118.391722
5715 TELLEFSON RD,33.996756,-118.38862
5312 KALEIN DR,33.996776,-118.39968
12222 WASHINGTON BLVD,33.99692,-118.426374
11143 ORVILLE ST,33.996942,-118.400703
5365 KALEIN DR,33.997012,-118.398579
12116 WASHINGTON BLVD,33.997088,-118.424744
10879 STEVER ST,33.997113,-118.391723
10869 STEVER ST,33.997118,-118.391558
10827 STEVER ST,33.997138,-118.390899
5353 KALEIN DR,33.997222,-118.398856
12325 WASHINGTON BLVD,33.997254,-118.42757
12321 WASHINGTON BLVD,33.997265,-118.427396
12315 WASHINGTON BLVD,33.997301,-118.427235
10705 CRANKS RD,33.997312,-118.386156
12022-12024 WASHINGTON BLVD,33.997321,-118.422737
12022 12024 WASHINGTON BLVD,33.997321,-118.422737
12022 WASHINGTON BLVD,33.997332,-118.42263
12303 WASHINGTON BLVD,33.997334,-118.426939
4048 WASATCH AVE,33.997366,-118.430676
10906 KELMORE ST,33.997377,-118.392064
10840 KELMORE ST,33.997407,-118.391075
4037 WASATCH AVE,33.997441,-118.431455
12239 WASHINGTON BLVD.,33.997453,-118.426793
12239 WASHINGTON BLVD,33.997453,-118.426793
11121 ORVILLE ST,33.997473,-118.400861
11114 MCDONALD ST,33.99753,-118.401169
10721 RANCH RD,33.997533,-118.388554
4023 BOISE AVE,33.997535,-118.432447
4022 BOISE AVE,33.997544,-118.432452
4049 COLONIAL AVE,33.997545,-118.430423
11124 ORVILLE ST,33.997566,-118.400409
12362 HERBERT ST,33.99757,-118.428205
4063 CENTINELA AVE,33.997581,-118.429278
4524 SLAUSON AVE,33.997606,-118.412818
4027 WASATCH AVE,33.997672,-118.431632
11120 ORVILLE ST,33.997693,-118.400482
4301 KENSINGTON RD,33.997702,-118.419616
12592 WASHINGTON PL,33.99771,-118.433312
12582 WASHINGTON PL,33.997778,-118.433155
10915 KELMORE ST,33.997813,-118.392217
4013 BOISE AVE,33.997818,-118.432335
10700 RANCH RD,33.997823,-118.387069
10861 KELMORE ST,33.997838,-118.391393
4053 CENTINELA AVE,33.997846,-118.429385
12572 WASHINGTON PL,33.997849,-118.433012
12375 HERBERT ST,33.997877,-118.428633
4051 CENTINELA AVE,33.997903,-118.429522
4044 COLONIAL AVE,33.99791,-118.430043
12562 WASHINGTON PL,33.997934,-118.432767
11112 ORVILLE ST,33.99794,-118.400647
12363 HERBERT ST,33.997955,-118.428477
4038 COLONIAL AVE,33.997986,-118.430208
4045 CENTINELA AVE,33.99799,-118.429597
10724 KELMORE ST,33.998042,-118.388339
4006 BOISE AVE,33.998073,-118.432494
10890 WHITBURN ST,33.998097,-118.391921
10804 WHITBURN ST,33.998101,-118.390563
12516 WASHINGTON PL,33.998121,-118.432376
4034 COLONIAL AVE,33.998142,-118.43022
4041 CENTINELA AVE,33.998143,-118.429574
12327 HERBERT ST,33.998176,-118.428052
10747 KELMORE ST,33.998203,-118.389246
3543/3545 HELMS AVE,33.998214,-118.394059
4154/56 JASMINE AVE,33.998214,-118.394059
"4043 45, 47 VAN BUREN PL",33.998214,-118.394059
"4180, 4182 IRVING PL",33.998214,-118.394059
10729/10731 NORTHGATE ST,33.998214,-118.394059
"10761, 10763 NORTHGATE ST",33.998214,-118.394059
550 127TH ST,33.998214,-118.394059
6000 I CANTERBURY DR,33.998214,-118.394059
6000 I 217 CANTERBURY DR,33.998214,-118.394059
6000 I 218 CANTERBURY DR,33.998214,-118.394059
12510 WASHINGTON PL,33.998223,-118.432208
10678 DRAKEWOOD AVE,33.998227,-118.387084
11909 WASHINGTON BLVD,33.998248,-118.420049
12500 WASHINGTON PL,33.998309,-118.432021
11919 ATLANTIC AVE,33.998351,-118.420832
4024 COLONIAL AVE,33.998356,-118.430383
4031 CENTINELA AVE,33.998383,-118.429773
5225 AGUSTIN LN,33.998388,-118.398521
11837 WASHINGTON BLVD,33.998397,-118.419771
10727 KELMORE ST,33.998402,-118.388629
4182 INGLEWOOD BLVD,33.998415,-118.422408
11914 ATLANTIC AVE,33.998423,-118.420364
12464 WASHINGTON PL,33.99843,-118.431435
12470 WASHINGTON PL,33.998484,-118.431699
4194 MARCASEL AVE,33.99849,-118.42137
11833 WASHINGTON BLVD,33.998503,-118.419648
6039 LINDA WAY,33.998515,-118.383521
10871 WHITBURN ST,33.99853,-118.391591
10748 WHITBURN ST,33.998563,-118.389042
10707 KELMORE ST,33.998605,-118.388002
5213 AGUSTIN LN,33.998612,-118.398874
10815 WHITBURN ST,33.998625,-118.390753
11829 WASHINGTON BLVD,33.998626,-118.419561
4019 CENTINELA AVE,33.998629,-118.429986
4188 MARCASEL AVE,33.998644,-118.421269
11802 WASHINGTON BLVD,33.99867,-118.418687
10781 WHITBURN ST,33.998724,-118.390149
11819 WASHINGTON BLVD,33.99874,-118.419468
10728 WHITBURN ST,33.998762,-118.388427
12215 HERBERT ST,33.998765,-118.426938
11846 ATLANTIC AVE,33.9988,-118.420075
11840 ATLANTIC AVE,33.998811,-118.419857
10757 WHITBURN ST,33.998875,-118.389483
5215 SEPULVEDA BLVD,33.998878,-118.399911
12422 WASHINGTON PL,33.998883,-118.430913
12416 WASHINGTON PL,33.998897,-118.430732
10816 FLAXTON ST,33.998902,-118.3908
11836 ATLANTIC AVE,33.998909,-118.419737
10712 WHITBURN ST,33.998911,-118.387966
10804 FLAXTON ST,33.998921,-118.390638
4806 SAWTELLE BLVD,33.998939,-118.40595
5627-33 KINSTON AVE,33.998953,-118.39252
5627 KINSTON AVE,33.998953,-118.39252
11832 ATLANTIC AVE,33.998965,-118.419573
10786 FLAXTON ST,33.998995,-118.390203
5615 KINSTON AVE,33.999073,-118.392611
10731 WHITBURN ST,33.999123,-118.388714
5255 DOBSON WAY,33.999128,-118.398652
5307 DOBSON WAY,33.999128,-118.397528
5327 DOBSON WAY,33.999137,-118.397181
5399 DOBSON WAY,33.99917,-118.395779
5603 KINSTON AVE,33.999186,-118.392708
10760 FLAXTON ST,33.999212,-118.389352
10887 FLAXTON ST,33.999227,-118.392004
10893 GALVIN ST,33.999246,-118.391774
10707 WHITBURN ST,33.999372,-118.387945
11730 WASHINGTON BLVD,33.99941,-118.418208
5575 KINSTON AVE,33.999423,-118.392868
12320 WASHINGTON PL,33.999481,-118.429483
10775 FLAXTON ST,33.999496,-118.389943
5213 DOBSON WAY,33.999523,-118.399396
11189 FAIRBANKS WAY,33.999538,-118.398132
12314 WASHINGTON PL,33.999547,-118.429338
5604 KINSTON AVE,33.99956,-118.391983
11157 PICKFORD WAY,33.999568,-118.397178
10722 FLAXTON ST,33.999573,-118.388232
12310 WASHINGTON PL,33.999619,-118.429196
11170 FAIRBANKS WAY,33.999637,-118.397472
11729 WASHINGTON BLVD,33.999645,-118.418713
10757 FLAXTON ST,33.999649,-118.389459
5551 KINSTON AVE,33.999659,-118.393039
5582 KINSTON AVE,33.999666,-118.392368
5588 KINSTON AVE,33.99967,-118.392055
12304 WASHINGTON PL,33.99969,-118.429059
10788 GALVIN ST,33.99969,-118.390102
11725 WASHINGTON BLVD,33.99973,-118.418422
10784 GALVIN ST,33.999744,-118.389895
4233 EAST BLVD,33.999764,-118.419219
5539 KINSTON AVE,33.999782,-118.393126
10774 GALVIN ST,33.999799,-118.389674
10743 FLAXTON ST,33.999801,-118.388988
10737 FLAXTON ST,33.999851,-118.388832
4249 EAST BLVD,33.99987,-118.419034
10782 GALVIN ST,33.999875,-118.389946
12228 WASHINGTON PL,33.999878,-118.428931
10770-10772 GALVIN ST,33.999882,-118.389496
5527 KINSTON AVE,33.999889,-118.393213
5564 KINSTON AVE,33.9999,-118.392247
11170 WESTWOOD BLVD,33.999902,-118.39827
5166 SEPULVEDA BLVD,33.999934,-118.400434
12224 WASHINGTON BLVD,33.999935,-118.428807
12321 WASHINGTON PL,33.999953,-118.429845
3988 CENTINELA AVE,33.999962,-118.430399
5387 COTA ST,33.999975,-118.396068
4501 HUNTLEY AVE,33.99998,-118.406825
11177 WESTWOOD BLVD,33.999985,-118.398803
4522 HUNTLEY AVE,33.999997,-118.405391
12220 WASHINGTON BLVD,34.0,-118.428662
11123 PICKFORD WAY,34.0,-118.396918
10770 GALVIN ST,34.000007,-118.389554
5515 KINSTON AVE,34.000009,-118.393307
5552 KINSTON AVE,34.000011,-118.392344
12315 WASHINGTON PL,34.000023,-118.429703
4025 GRAND VIEW BLVD,34.000027,-118.427638
10750 GALVIN ST,34.000056,-118.388926
11244 HUNTLEY PL,34.000065,-118.405846
